outcome_voted,control_group,treat_civic,treat_hawthorne,treat_self,treat_neighbors,sex,age,g2000,g2002,median_income,p2004,democrat
0,0,0,0,0,1,female,53,1,1,85333,0,0
0,1,0,0,0,0,female,58,1,1,74570,0,0
0,1,0,0,0,0,male,31,1,1,43469,0,0
1,0,0,0,1,0,female,57,1,1,109088,0,0
0,1,0,0,0,0,female,52,1,0,63560,1,0
0,0,0,1,0,0,male,49,0,1,69201,1,0
0,1,0,0,0,0,male,60,1,1,74315,0,0
1,0,1,0,0,0,male,44,1,1,59938,0,0
0,1,0,0,0,0,female,24,0,0,44954,0,0
0,0,0,0,0,1,male,60,1,1,44503,0,1
1,1,0,0,0,0,male,80,1,1,52722,0,0
0,1,0,0,0,0,female,54,1,1,70750,1,0
0,1,0,0,0,0,male,51,1,1,68539,0,0
0,1,0,0,0,0,male,68,1,1,76342,0,0
0,1,0,0,0,0,female,38,1,1,73460,0,1
0,1,0,0,0,0,male,58,1,1,68383,0,0
0,0,1,0,0,0,female,61,1,1,95828,0,0
0,0,0,0,1,0,female,56,1,1,56317,0,0
0,1,0,0,0,0,female,54,1,1,60442,0,0
0,0,0,0,0,1,female,39,1,1,49149,1,0
0,1,0,0,0,0,male,54,1,1,74769,1,0
1,0,1,0,0,0,male,72,1,1,53660,0,0
0,1,0,0,0,0,male,61,1,1,65524,1,0
1,0,0,0,0,1,male,50,1,1,76342,0,0
1,0,0,0,1,0,male,63,1,1,51003,0,0
0,1,0,0,0,0,male,62,1,1,42373,0,0
1,1,0,0,0,0,female,38,1,1,54120,0,1
0,1,0,0,0,0,female,54,1,0,81841,1,0
0,0,0,0,1,0,female,46,1,1,55851,0,0
0,0,0,0,1,0,male,57,1,1,54393,0,1
1,0,1,0,0,0,female,46,1,1,50882,1,0
0,0,0,0,1,0,female,52,1,1,83616,0,0
0,0,0,0,0,1,female,51,1,1,90405,0,1
0,0,0,0,1,0,female,51,0,1,71528,0,0
0,0,0,0,1,0,female,59,1,1,65390,0,0
1,1,0,0,0,0,male,49,1,1,118146,0,0
1,1,0,0,0,0,female,32,1,0,59457,1,1
1,1,0,0,0,0,female,43,1,1,73460,1,0
1,1,0,0,0,0,female,40,1,1,54628,0,0
1,1,0,0,0,0,female,60,1,0,52960,1,0
0,0,0,0,0,1,male,67,1,1,53377,0,1
0,1,0,0,0,0,male,23,0,0,59211,0,0
0,1,0,0,0,0,female,69,1,1,45781,1,0
1,0,0,0,0,1,female,27,0,1,66229,1,0
1,0,0,1,0,0,female,45,0,0,49318,1,0
0,1,0,0,0,0,female,47,1,1,76342,0,0
0,1,0,0,0,0,female,48,1,1,75590,1,0
0,0,0,0,1,0,male,37,0,1,67893,0,0
0,1,0,0,0,0,male,59,1,1,67893,1,0
0,0,0,0,1,0,female,59,1,1,43838,1,0
0,0,1,0,0,0,male,60,1,1,71528,0,0
0,0,1,0,0,0,male,24,0,0,50514,0,0
0,0,0,1,0,0,female,71,1,1,45773,0,0
1,1,0,0,0,0,male,37,0,1,47002,0,0
0,1,0,0,0,0,female,42,0,0,57963,1,0
0,1,0,0,0,0,female,28,1,0,46908,0,0
1,0,0,1,0,0,female,35,1,1,51959,1,1
1,1,0,0,0,0,male,60,1,1,45863,0,0
0,0,0,1,0,0,male,44,1,0,54837,1,0
1,0,0,0,0,1,male,44,1,1,69868,0,0
0,1,0,0,0,0,male,37,1,1,39250,0,0
0,1,0,0,0,0,male,45,0,1,65232,1,0
0,1,0,0,0,0,male,53,1,1,85333,0,0
0,1,0,0,0,0,male,63,1,1,65413,1,0
1,1,0,0,0,0,female,57,1,1,45863,0,0
0,1,0,0,0,0,male,63,1,1,40956,0,0
0,1,0,0,0,0,male,46,1,1,80809,1,0
0,1,0,0,0,0,male,70,1,1,52627,0,0
0,0,1,0,0,0,male,56,1,1,72478,1,0
0,1,0,0,0,0,male,76,1,0,49318,1,0
1,0,1,0,0,0,female,54,1,1,42670,0,0
0,1,0,0,0,0,female,38,1,1,60442,1,0
1,0,0,0,0,1,male,41,1,1,40493,0,0
0,1,0,0,0,0,female,53,1,1,52777,0,0
0,1,0,0,0,0,male,47,0,0,40395,0,0
0,0,1,0,0,0,female,78,1,0,60335,1,0
0,1,0,0,0,0,male,71,1,1,55481,0,1
0,1,0,0,0,0,male,66,1,1,60126,0,0
0,1,0,0,0,0,female,37,1,1,58874,1,0
0,0,0,0,1,0,male,49,1,1,50633,1,0
1,1,0,0,0,0,female,51,1,1,63560,1,0
1,0,0,0,0,1,female,49,1,1,57473,1,0
0,1,0,0,0,0,female,62,0,0,55443,1,0
0,0,1,0,0,0,male,48,1,1,71736,0,0
0,0,0,1,0,0,female,23,0,0,83603,0,0
0,1,0,0,0,0,male,42,1,1,60442,1,0
1,1,0,0,0,0,female,58,1,0,69868,1,1
0,0,0,0,0,1,male,67,1,1,54837,0,0
0,0,0,0,1,0,female,85,1,1,65413,0,0
0,1,0,0,0,0,female,72,1,1,63082,0,0
0,0,1,0,0,0,male,39,1,1,97699,0,0
0,1,0,0,0,0,female,53,1,1,57450,1,1
0,1,0,0,0,0,male,53,1,1,79413,1,0
0,1,0,0,0,0,female,46,1,1,67893,0,0
1,0,0,1,0,0,female,50,1,1,67845,1,0
0,1,0,0,0,0,male,80,1,0,50995,0,1
0,0,0,0,1,0,male,41,1,1,50003,0,1
0,1,0,0,0,0,male,55,1,1,58874,0,0
0,1,0,0,0,0,male,87,1,0,44503,1,0
0,0,0,1,0,0,female,41,1,0,47941,1,1
0,0,0,0,0,1,male,41,1,0,60846,0,0
0,0,0,0,1,0,female,45,1,1,49884,0,0
0,0,0,0,1,0,female,58,1,1,82975,0,0
0,1,0,0,0,0,female,60,1,1,51109,1,1
0,0,0,0,0,1,female,73,1,0,45888,1,1
0,0,0,1,0,0,female,52,1,1,60749,0,0
0,1,0,0,0,0,female,60,1,1,65390,0,0
0,0,1,0,0,0,female,56,1,1,48097,0,1
0,1,0,0,0,0,male,51,1,1,47126,1,0
1,1,0,0,0,0,male,51,1,1,76011,1,0
0,0,1,0,0,0,female,51,1,1,45250,0,0
1,1,0,0,0,0,male,45,1,1,72157,1,0
0,1,0,0,0,0,male,59,1,1,41214,1,0
0,1,0,0,0,0,male,29,1,1,45192,0,0
0,1,0,0,0,0,female,54,1,0,138884,0,0
0,1,0,0,0,0,female,41,1,0,71528,1,0
0,1,0,0,0,0,female,26,1,1,71956,0,1
0,0,0,1,0,0,female,90,0,1,67083,1,0
0,1,0,0,0,0,female,64,1,1,48081,1,0
0,0,0,0,1,0,male,39,0,1,100473,0,0
1,1,0,0,0,0,male,51,1,1,69868,0,0
0,0,0,0,0,1,female,39,1,1,60749,0,0
1,0,0,0,0,1,female,52,1,1,66646,1,1
0,1,0,0,0,0,male,55,1,1,43191,0,0
0,1,0,0,0,0,female,55,1,1,116049,0,1
0,1,0,0,0,0,female,46,1,1,65413,0,0
0,1,0,0,0,0,male,70,1,1,44503,1,0
0,1,0,0,0,0,male,47,1,1,47941,1,0
0,0,0,0,1,0,male,59,1,1,90405,0,0
1,1,0,0,0,0,male,40,1,1,55550,0,0
0,0,1,0,0,0,female,40,1,0,83657,0,0
0,1,0,0,0,0,female,43,1,1,50000,1,0
0,0,0,1,0,0,female,67,1,1,72679,0,0
0,0,1,0,0,0,female,46,1,1,62986,0,0
0,0,1,0,0,0,male,65,1,1,51627,1,0
0,1,0,0,0,0,male,61,0,1,65232,0,1
0,1,0,0,0,0,female,42,0,1,72997,0,0
1,0,0,0,1,0,male,47,1,1,55550,1,1
1,1,0,0,0,0,male,43,1,1,51959,0,0
0,1,0,0,0,0,male,40,1,1,65524,0,0
0,1,0,0,0,0,male,55,1,1,46554,0,0
1,0,0,0,1,0,male,52,1,1,42113,1,0
0,1,0,0,0,0,male,56,1,1,42213,0,0
1,1,0,0,0,0,male,45,1,1,47074,0,0
0,1,0,0,0,0,male,57,1,1,55550,0,0
0,1,0,0,0,0,male,61,1,1,85592,0,0
0,0,0,0,1,0,female,45,1,0,44310,0,0
0,0,1,0,0,0,male,84,0,1,102422,0,0
1,1,0,0,0,0,female,67,1,1,52579,0,1
1,0,0,0,0,1,male,50,1,1,97699,1,0
1,0,0,1,0,0,male,56,1,1,68383,1,1
1,0,0,1,0,0,female,52,1,1,47449,1,0
0,1,0,0,0,0,male,48,1,0,52345,0,0
1,0,1,0,0,0,female,45,1,1,64595,1,0
0,0,0,0,1,0,male,84,1,1,41974,0,0
0,1,0,0,0,0,female,49,1,1,41214,1,0
0,1,0,0,0,0,female,48,1,0,47941,0,0
0,1,0,0,0,0,male,43,1,1,74570,1,0
0,0,1,0,0,0,female,79,1,1,44084,1,0
0,0,1,0,0,0,female,26,0,0,48539,0,0
1,0,1,0,0,0,female,22,0,0,39223,0,0
0,0,0,0,1,0,female,60,1,1,71956,0,0
0,0,1,0,0,0,female,49,1,1,100473,0,0
0,0,1,0,0,0,female,40,1,1,60442,1,0
0,1,0,0,0,0,male,43,0,1,65413,1,0
0,1,0,0,0,0,male,44,1,1,77596,0,0
1,0,0,0,0,1,male,30,1,1,51857,1,0
1,1,0,0,0,0,male,52,1,1,72997,0,0
0,0,0,0,0,1,female,23,0,0,81841,0,0
0,0,0,1,0,0,female,82,1,1,44972,0,0
0,1,0,0,0,0,male,51,1,1,54079,0,0
1,1,0,0,0,0,female,82,1,1,69868,0,0
0,1,0,0,0,0,male,67,1,1,57223,0,0
0,0,1,0,0,0,male,36,1,1,62039,0,0
0,1,0,0,0,0,male,50,1,1,51857,0,0
0,0,0,0,0,1,female,44,1,1,55851,0,0
0,1,0,0,0,0,male,24,0,0,67333,0,0
0,1,0,0,0,0,female,59,1,1,56246,0,0
0,0,0,0,0,1,male,24,0,0,39792,0,1
0,0,0,0,0,1,female,55,1,1,50003,0,0
0,1,0,0,0,0,male,69,1,1,52335,0,0
0,0,1,0,0,0,male,76,1,1,39598,0,0
1,1,0,0,0,0,female,57,1,1,73460,1,1
1,0,0,0,1,0,male,31,0,0,60846,0,0
1,0,0,0,1,0,male,47,1,0,53472,1,0
1,1,0,0,0,0,female,54,1,1,69656,0,0
0,1,0,0,0,0,female,61,1,1,51385,1,0
0,1,0,0,0,0,male,61,1,1,52345,0,0
0,1,0,0,0,0,female,58,1,1,54837,0,0
0,1,0,0,0,0,male,54,1,1,70184,0,0
0,0,0,1,0,0,male,46,1,1,69201,0,0
1,0,0,0,0,1,male,52,1,0,50003,0,0
0,0,0,0,1,0,female,39,1,1,70184,0,0
0,0,0,0,1,0,male,47,1,1,50682,0,0
0,0,1,0,0,0,male,80,1,0,67570,0,0
0,0,1,0,0,0,female,70,1,1,48081,0,0
0,1,0,0,0,0,male,58,1,1,42670,0,1
0,1,0,0,0,0,male,33,1,1,49306,0,0
0,0,1,0,0,0,male,54,1,1,43838,0,0
0,0,0,0,1,0,male,53,1,1,59211,0,0
0,1,0,0,0,0,female,56,0,1,59457,0,1
1,0,0,0,1,0,male,61,1,1,44972,0,0
0,1,0,0,0,0,female,64,1,1,95828,0,0
1,1,0,0,0,0,male,47,1,1,49547,1,0
0,0,0,0,0,1,female,49,1,1,45504,0,0
1,0,0,0,0,1,female,60,1,1,42209,0,0
0,1,0,0,0,0,male,58,1,1,67893,1,0
0,1,0,0,0,0,male,25,0,1,51220,0,0
1,0,0,0,1,0,female,68,1,1,55342,0,0
0,0,1,0,0,0,female,62,1,1,54628,0,0
1,1,0,0,0,0,male,80,1,1,47534,1,0
0,1,0,0,0,0,male,49,1,1,50003,0,0
0,0,0,0,1,0,male,58,1,1,60846,0,1
1,0,1,0,0,0,male,58,1,1,116049,1,0
0,0,0,1,0,0,female,52,0,1,52254,0,1
0,1,0,0,0,0,female,58,1,1,85674,0,0
0,0,0,1,0,0,female,84,1,1,32353,1,1
1,0,0,1,0,0,male,87,1,1,39043,0,0
0,1,0,0,0,0,male,58,1,1,118146,0,0
0,0,0,1,0,0,male,61,1,0,42670,1,0
0,0,1,0,0,0,male,27,1,0,109088,1,0
0,0,0,0,1,0,male,59,1,1,45331,0,0
0,1,0,0,0,0,female,43,1,1,80809,0,0
0,0,1,0,0,0,male,72,1,1,45250,1,0
0,0,1,0,0,0,female,73,1,1,83657,0,0
0,1,0,0,0,0,female,35,1,1,48097,0,0
0,0,0,0,0,1,male,59,1,1,44325,1,0
1,1,0,0,0,0,male,55,1,1,53017,1,0
0,0,0,0,0,1,female,62,1,1,55936,0,0
1,0,0,1,0,0,female,64,1,1,48646,0,0
0,0,0,0,1,0,female,30,1,1,54837,0,0
0,1,0,0,0,0,female,46,1,1,66229,0,0
1,0,0,0,1,0,female,59,1,0,39223,1,0
0,1,0,0,0,0,male,33,0,0,55342,0,0
0,1,0,0,0,0,female,50,1,1,78049,0,0
0,1,0,0,0,0,male,30,1,1,53649,0,1
0,1,0,0,0,0,female,71,1,1,59211,0,0
0,0,0,0,0,1,male,76,1,1,47589,0,0
0,0,1,0,0,0,male,49,1,1,67893,0,0
0,0,0,0,1,0,male,55,1,1,52722,0,0
1,0,0,0,0,1,female,51,1,1,121141,0,0
0,1,0,0,0,0,female,55,0,1,51250,0,1
0,1,0,0,0,0,male,66,1,1,55962,1,1
0,1,0,0,0,0,female,52,1,1,48081,0,0
1,1,0,0,0,0,female,52,1,1,51762,1,0
1,0,0,0,1,0,male,63,1,1,47466,0,1
0,0,0,0,1,0,male,23,0,0,51250,0,0
1,0,0,1,0,0,male,44,1,1,67893,1,0
0,0,0,0,0,1,male,76,1,1,57664,0,0
0,1,0,0,0,0,female,62,1,1,46822,1,0
0,1,0,0,0,0,male,47,1,1,44084,1,0
0,0,0,1,0,0,female,69,1,1,75636,1,0
0,1,0,0,0,0,male,62,1,1,92629,0,0
0,1,0,0,0,0,female,37,1,1,54065,1,0
1,0,0,0,1,0,female,52,0,1,48854,1,1
1,1,0,0,0,0,male,85,1,1,29036,0,1
0,0,1,0,0,0,female,22,0,0,50457,0,1
0,0,1,0,0,0,male,43,1,1,100473,1,0
0,0,0,0,0,1,female,55,0,1,76011,0,0
0,1,0,0,0,0,female,48,1,1,79413,0,0
0,1,0,0,0,0,female,38,1,0,66640,0,0
1,0,0,1,0,0,female,49,1,1,68539,0,0
0,0,0,0,0,1,male,71,1,1,42841,0,0
0,1,0,0,0,0,female,38,1,0,118146,0,0
0,0,0,0,0,1,male,22,0,0,48646,0,0
0,1,0,0,0,0,male,86,1,1,48854,0,1
0,1,0,0,0,0,female,47,1,1,80809,0,0
0,1,0,0,0,0,male,42,1,1,60749,1,0
0,1,0,0,0,0,female,38,1,1,41983,0,0
1,0,0,0,0,1,male,56,1,1,39052,0,0
1,1,0,0,0,0,female,65,1,1,34940,1,0
1,1,0,0,0,0,female,39,1,1,33953,1,0
1,1,0,0,0,0,male,67,1,1,57644,0,0
1,0,0,0,0,1,male,62,1,1,118146,0,0
0,0,0,0,1,0,male,61,1,1,56128,0,0
0,0,0,0,1,0,male,56,1,1,54065,1,0
0,0,1,0,0,0,female,43,1,1,51003,1,0
1,0,0,0,0,1,female,68,1,1,47606,0,1
0,1,0,0,0,0,male,65,1,1,51959,0,0
0,1,0,0,0,0,female,53,1,1,52960,1,0
0,0,0,0,0,1,female,65,1,1,39043,0,1
0,1,0,0,0,0,male,84,1,1,67333,1,0
0,1,0,0,0,0,male,70,1,1,68750,1,1
0,1,0,0,0,0,female,45,1,1,53337,0,0
1,1,0,0,0,0,female,78,1,1,51762,1,0
0,1,0,0,0,0,female,60,1,1,109413,1,0
0,1,0,0,0,0,female,54,1,1,59938,0,0
0,1,0,0,0,0,female,61,1,1,68383,0,0
0,1,0,0,0,0,male,60,1,1,66229,0,0
0,0,0,1,0,0,male,48,1,1,51857,0,0
0,0,0,0,1,0,male,51,0,0,77596,0,0
1,1,0,0,0,0,male,66,1,1,40956,0,1
0,1,0,0,0,0,female,78,1,1,38758,0,0
1,0,0,1,0,0,male,55,1,0,60749,1,0
1,1,0,0,0,0,female,81,1,1,50690,0,0
1,1,0,0,0,0,male,47,1,1,42850,0,1
0,0,0,1,0,0,male,48,1,1,66229,0,0
0,0,0,1,0,0,female,36,0,1,45773,1,0
0,0,0,1,0,0,male,53,1,1,59141,1,0
0,1,0,0,0,0,male,36,1,1,85674,0,0
1,0,0,0,0,1,female,82,1,1,51109,0,1
0,1,0,0,0,0,female,49,1,1,53377,1,0
0,1,0,0,0,0,female,52,0,1,79413,1,0
0,0,0,0,1,0,male,67,0,1,48938,1,0
0,1,0,0,0,0,male,50,1,1,68383,0,0
1,1,0,0,0,0,female,66,1,0,53472,0,0
0,1,0,0,0,0,female,64,1,1,68383,0,0
1,1,0,0,0,0,male,60,0,1,92552,1,0
1,1,0,0,0,0,male,59,1,1,49764,1,0
0,1,0,0,0,0,male,26,0,1,43125,1,0
0,1,0,0,0,0,female,49,1,1,90405,1,0
0,0,0,0,1,0,male,60,1,1,65524,1,0
0,1,0,0,0,0,male,59,1,1,51319,1,0
0,1,0,0,0,0,female,47,1,0,70230,0,0
1,1,0,0,0,0,male,49,1,1,47920,1,0
0,1,0,0,0,0,male,49,1,1,90405,0,0
0,0,1,0,0,0,female,56,1,1,57473,0,0
0,1,0,0,0,0,male,50,1,1,55000,0,0
0,0,1,0,0,0,female,27,1,1,75590,0,0
0,1,0,0,0,0,male,50,1,0,51627,0,0
0,0,0,0,0,1,male,43,1,1,57223,0,0
1,1,0,0,0,0,male,77,1,1,27052,1,0
0,1,0,0,0,0,female,59,1,1,63560,1,0
0,1,0,0,0,0,female,61,1,1,43838,0,0
1,0,0,1,0,0,male,87,1,1,43458,1,1
0,1,0,0,0,0,male,24,0,0,66229,0,0
0,1,0,0,0,0,male,48,1,1,102422,0,0
1,1,0,0,0,0,female,51,1,0,71307,0,0
1,1,0,0,0,0,female,32,1,1,57644,1,0
0,1,0,0,0,0,female,61,1,1,54079,0,0
0,1,0,0,0,0,female,53,1,1,40777,1,0
0,0,0,0,0,1,female,45,1,1,52345,0,0
0,1,0,0,0,0,female,47,0,0,53872,1,0
0,1,0,0,0,0,male,44,1,1,60335,1,0
1,0,0,0,0,1,male,44,1,1,62606,1,0
0,0,1,0,0,0,female,71,1,1,35205,0,0
0,1,0,0,0,0,male,29,1,1,50633,0,0
0,0,0,0,0,1,female,52,1,1,46908,0,1
0,1,0,0,0,0,male,66,1,1,57473,1,0
0,1,0,0,0,0,female,48,1,0,96691,0,0
0,1,0,0,0,0,female,59,1,1,64855,1,0
0,0,1,0,0,0,male,46,1,1,35161,1,0
0,1,0,0,0,0,male,79,1,1,40959,0,0
0,1,0,0,0,0,male,42,1,1,35709,0,0
1,0,0,0,0,1,female,56,1,1,75580,0,1
0,0,1,0,0,0,female,59,1,1,52465,0,0
0,0,1,0,0,0,female,41,1,1,121141,0,0
0,0,0,1,0,0,male,47,1,1,34727,1,0
0,1,0,0,0,0,male,45,1,1,66229,0,0
0,0,0,0,0,1,male,45,1,1,30921,1,1
0,1,0,0,0,0,male,61,1,1,63560,0,0
0,0,0,0,1,0,female,50,1,1,60126,1,0
0,0,0,0,1,0,male,73,1,1,75247,0,0
0,0,1,0,0,0,male,65,1,1,74315,0,1
1,1,0,0,0,0,female,40,1,1,57564,1,0
0,0,0,1,0,0,female,59,1,0,52345,0,0
0,0,0,1,0,0,female,45,1,1,59938,1,0
0,0,0,1,0,0,female,54,1,1,53472,0,0
0,1,0,0,0,0,male,48,1,1,64212,0,0
0,1,0,0,0,0,female,43,1,1,45773,0,0
0,0,0,0,1,0,male,44,1,0,80809,0,0
0,1,0,0,0,0,male,56,1,1,32266,0,0
1,0,0,0,0,1,male,57,1,1,42213,0,0
0,0,0,0,0,1,male,65,1,1,48333,1,0
0,1,0,0,0,0,male,59,0,1,43479,1,0
1,1,0,0,0,0,male,67,1,1,50242,0,0
0,0,0,0,0,1,female,52,1,1,50009,0,0
1,1,0,0,0,0,female,38,1,1,41212,0,0
0,1,0,0,0,0,male,60,1,1,53865,0,0
0,1,0,0,0,0,male,33,0,0,66640,0,0
0,0,0,0,0,1,female,63,1,1,60442,0,0
1,0,0,0,1,0,male,39,1,1,65390,1,0
1,1,0,0,0,0,male,66,1,1,72478,1,0
1,1,0,0,0,0,female,42,1,1,75247,0,0
0,1,0,0,0,0,female,50,1,1,76011,0,0
0,1,0,0,0,0,female,38,1,1,80809,0,0
0,0,0,1,0,0,female,38,1,1,53649,0,1
0,1,0,0,0,0,female,77,1,0,47920,0,0
0,1,0,0,0,0,male,34,0,1,38750,0,0
0,1,0,0,0,0,female,64,0,1,85885,0,0
0,1,0,0,0,0,male,52,1,1,118146,1,0
0,0,0,1,0,0,male,41,1,1,57473,0,0
0,0,1,0,0,0,female,51,1,0,43673,0,0
0,1,0,0,0,0,male,43,0,1,63341,0,0
0,1,0,0,0,0,male,74,1,1,120269,1,0
0,1,0,0,0,0,female,70,1,1,46557,1,0
1,1,0,0,0,0,male,91,1,0,27052,1,0
1,0,0,0,1,0,male,41,1,1,47074,1,0
0,0,0,1,0,0,female,59,1,1,68539,0,0
0,1,0,0,0,0,male,93,1,0,47000,1,0
0,0,0,1,0,0,male,44,0,1,92552,0,0
0,0,1,0,0,0,male,42,0,1,54837,0,0
0,1,0,0,0,0,female,34,1,1,45773,1,0
1,1,0,0,0,0,female,58,1,1,59211,1,0
0,0,1,0,0,0,male,56,1,1,67217,0,0
0,1,0,0,0,0,female,22,0,0,60749,0,0
1,0,0,1,0,0,male,22,0,0,85674,0,1
0,1,0,0,0,0,male,38,1,1,100473,0,0
0,0,0,0,0,1,male,44,1,1,63082,1,0
1,0,0,0,0,1,female,50,1,1,54837,1,0
1,1,0,0,0,0,female,48,1,1,56246,0,0
0,0,0,0,1,0,male,38,1,1,57963,1,1
0,1,0,0,0,0,male,70,0,1,31549,1,1
0,1,0,0,0,0,female,45,1,1,44627,1,0
1,1,0,0,0,0,female,60,1,1,121141,0,0
1,1,0,0,0,0,female,68,0,0,39931,0,1
0,1,0,0,0,0,female,50,1,1,63082,1,1
0,1,0,0,0,0,male,72,1,1,59211,0,0
1,0,0,0,1,0,male,38,1,1,48646,1,0
0,1,0,0,0,0,female,81,1,1,43828,0,0
0,1,0,0,0,0,male,54,1,1,43832,0,0
0,0,1,0,0,0,male,59,1,0,96691,0,1
0,1,0,0,0,0,male,69,1,1,30773,0,0
0,0,0,0,1,0,female,46,1,1,63560,1,0
1,1,0,0,0,0,male,60,1,1,72997,1,0
0,1,0,0,0,0,female,29,1,1,67893,1,0
1,0,0,0,0,1,male,66,1,1,55066,1,0
0,0,0,0,1,0,male,47,1,0,44977,1,0
0,1,0,0,0,0,male,65,1,1,58874,0,0
0,1,0,0,0,0,female,53,1,1,50633,0,1
0,0,0,1,0,0,female,59,1,1,64212,0,1
0,0,1,0,0,0,male,53,1,1,85333,0,0
0,0,0,0,1,0,female,46,1,1,44325,0,1
0,1,0,0,0,0,female,60,1,1,51452,0,0
0,1,0,0,0,0,male,28,1,1,70184,0,1
1,1,0,0,0,0,female,37,1,1,52345,1,0
0,1,0,0,0,0,female,44,1,1,61070,0,0
1,0,1,0,0,0,male,47,1,1,55550,1,0
1,0,0,0,1,0,female,33,1,1,57664,0,1
0,0,0,1,0,0,female,34,1,1,66640,0,0
0,1,0,0,0,0,female,39,1,1,91497,1,0
0,0,0,0,0,1,female,55,1,1,72453,0,0
0,1,0,0,0,0,female,55,1,1,39223,0,1
0,0,1,0,0,0,male,53,1,1,102422,0,0
0,0,1,0,0,0,male,47,1,1,74315,0,0
0,1,0,0,0,0,female,71,1,1,54120,0,0
1,1,0,0,0,0,female,74,1,1,50764,1,0
1,1,0,0,0,0,male,67,1,1,53454,0,1
0,1,0,0,0,0,female,47,1,1,37378,1,0
1,0,1,0,0,0,male,45,1,1,65477,0,1
0,1,0,0,0,0,male,48,1,1,42750,0,0
0,1,0,0,0,0,female,49,1,1,66229,1,0
1,0,0,0,1,0,male,60,1,1,42534,1,0
0,1,0,0,0,0,male,51,1,1,33037,0,0
0,1,0,0,0,0,female,57,1,1,45773,1,1
0,1,0,0,0,0,female,58,1,1,63548,1,0
1,1,0,0,0,0,male,46,1,1,71956,1,0
0,0,0,0,0,1,male,49,1,1,43838,0,0
1,0,0,1,0,0,female,71,1,1,56426,1,0
0,1,0,0,0,0,male,56,1,1,51181,0,0
0,1,0,0,0,0,male,56,1,1,73460,0,0
0,0,0,0,1,0,female,52,1,0,84858,1,0
0,1,0,0,0,0,female,40,1,1,56688,1,0
0,1,0,0,0,0,female,42,1,1,53660,0,0
1,0,0,1,0,0,female,51,1,0,47941,0,0
1,0,0,0,0,1,female,40,1,0,42209,0,1
0,1,0,0,0,0,male,55,0,1,66640,0,0
1,0,1,0,0,0,male,43,1,1,85920,0,0
0,1,0,0,0,0,male,53,1,0,60442,1,0
0,0,0,0,0,1,female,59,1,1,85592,0,0
0,1,0,0,0,0,male,42,1,1,79760,0,0
1,1,0,0,0,0,male,44,1,1,70230,0,0
1,1,0,0,0,0,male,72,1,1,43512,0,0
0,0,0,0,1,0,male,46,1,1,57366,0,0
1,1,0,0,0,0,male,55,1,1,63082,1,0
0,1,0,0,0,0,male,54,1,1,58403,0,0
0,1,0,0,0,0,male,69,1,1,59211,0,0
0,1,0,0,0,0,male,49,1,1,48539,0,0
1,0,0,0,0,1,female,64,1,1,54837,0,0
0,1,0,0,0,0,female,45,1,1,95694,0,0
0,0,0,1,0,0,male,43,1,0,79760,0,0
1,0,0,1,0,0,female,47,1,1,92629,0,0
1,0,0,1,0,0,female,46,1,1,109088,0,0
0,0,0,0,0,1,male,49,1,0,52465,0,0
0,1,0,0,0,0,female,59,1,1,45677,1,0
1,0,0,1,0,0,male,49,1,1,95828,0,0
0,1,0,0,0,0,male,60,1,0,50633,0,0
0,0,1,0,0,0,female,53,1,1,44688,1,0
1,1,0,0,0,0,male,38,1,0,96635,0,0
0,1,0,0,0,0,female,24,0,0,48097,0,0
0,1,0,0,0,0,female,56,1,1,54628,1,0
1,1,0,0,0,0,female,64,1,1,32000,0,0
0,1,0,0,0,0,female,40,1,1,92552,0,0
0,1,0,0,0,0,female,23,0,0,45773,0,0
1,0,0,0,1,0,female,57,1,1,63560,1,0
0,0,0,0,0,1,male,51,1,0,67570,1,0
0,1,0,0,0,0,male,59,1,1,53472,0,0
1,1,0,0,0,0,female,55,1,1,64891,1,0
0,1,0,0,0,0,male,61,1,1,48450,1,0
0,1,0,0,0,0,female,24,0,0,67893,0,0
1,0,0,0,0,1,male,65,1,1,50543,0,0
0,0,0,0,1,0,male,38,1,1,41081,1,0
0,0,0,0,1,0,male,63,1,1,33037,0,0
0,0,0,0,0,1,male,65,1,1,50690,1,0
0,0,0,1,0,0,female,50,1,1,64212,1,0
1,1,0,0,0,0,female,54,1,1,66229,0,0
0,0,0,1,0,0,male,48,1,1,74315,0,0
1,0,1,0,0,0,female,47,1,1,47534,1,0
0,0,0,1,0,0,female,49,1,1,45773,0,0
0,1,0,0,0,0,male,55,1,1,46554,1,0
1,1,0,0,0,0,male,60,1,1,58117,1,0
0,1,0,0,0,0,female,70,1,1,47319,0,0
0,1,0,0,0,0,male,44,1,1,52722,0,0
0,0,0,0,0,1,female,63,1,1,41429,0,1
1,1,0,0,0,0,male,63,1,1,54094,0,0
0,0,0,0,0,1,female,42,1,1,45863,0,0
0,0,0,1,0,0,male,47,1,1,57473,1,0
0,0,0,0,1,0,female,85,1,1,95828,0,0
1,1,0,0,0,0,male,64,1,1,45610,0,0
0,0,1,0,0,0,female,55,1,1,60846,0,0
1,0,0,0,1,0,female,54,1,1,74315,0,0
0,0,0,0,1,0,male,66,1,1,40777,0,0
0,0,0,0,1,0,female,56,1,1,74769,1,0
0,0,0,0,0,1,female,44,1,1,50820,0,0
1,0,0,0,0,1,male,42,1,0,48646,1,0
0,1,0,0,0,0,female,40,1,1,78049,1,0
